note_id,type,title,desc,time,last_update_time,user_id,nickname,ip_location,tag_list,note_url,source_keyword,creation_date,creation_time,creation_year_month,time_diff,content_edit,tags,liked_count_parsed,collected_count_parsed,comment_count_parsed,share_count_parsed,ip_location_grouped,post_type,comment_like_ratio
67c251e1000000000900f31b,normal,"上一篇被夏以昼推🍊到限流我只好再发一篇啦，🍊一篇我就发一篇，怎么样
夏以昼推们这个不是我们温凉割腿吧[鄙视R]
都来看看我们默默吃谷“普遍素质较高”的梅宝的嘴脸呀[鄙视R]
太快了梅宝们忘记🍊多少次了
#夏以昼[话题]#
#夏以昼推乙🦐一[话题]#
#夏以昼推爱霸凌[话题]#
#夏以昼推不读书[话题]#
#夏以昼推疯了[话题]#
#夏以昼推爱举报[话题]#
#夏以昼推是惯偷[话题]#
#夏以昼推爱倒打一耙[话题]#
#夏以昼推先偷东西然后屠别人广场[话题]#
#夏以昼推在别人正向热搜贩剑[话题]#","上一篇被夏以昼推🍊到限流我只好再发一篇啦，🍊一篇我就发一篇，怎么样
夏以昼推们这个不是我们温凉割腿吧[鄙视R]
都来看看我们默默吃谷“普遍素质较高”的梅宝的嘴脸呀[鄙视R]
太快了梅宝们忘记🍊多少次了
#夏以昼[话题]#
#夏以昼推乙🦐一[话题]#
#夏以昼推爱霸凌[话题]#
#夏以昼推不读书[话题]#
#夏以昼推疯了[话题]#
#夏以昼推爱举报[话题]#
#夏以昼推是惯偷[话题]#
#夏以昼推爱倒打一耙[话题]#
#夏以昼推先偷东西然后屠别人广场[话题]#
#夏以昼推在别人正向热搜贩剑[话题]#",2025-03-01 00:16:33,2025-03-01 02:44:44,652e92e0000000002a028e56,沈星回的小狗,上海,"夏以昼,夏以昼推乙🦐一,夏以昼推爱霸凌,夏以昼推不读书,夏以昼推疯了,夏以昼推爱举报,夏以昼推是惯偷,夏以昼推爱倒打一耙,夏以昼推先偷东西然后屠别人广场,夏以昼推在别人正向热搜贩剑",https://www.xiaohongshu.com/explore/67c251e1000000000900f31b?xsec_token=ABVLOM-EdRyjzTq-CTRHisAt7SzObFW4i8USRQy5ZQRzo=&xsec_source=pc_search,夏以昼,2025-03-01,00:16:33,2025-03,0 days 02:28:11,True,"['夏以昼', '夏以昼推乙🦐一', '夏以昼推爱霸凌', '夏以昼推不读书', '夏以昼推疯了', '夏以昼推爱举报', '夏以昼推是惯偷', '夏以昼推爱倒打一耙', '夏以昼推先偷东西然后屠别人广场', '夏以昼推在别人正向热搜贩剑']",96,0,56,4,上海,Caleb Post,0.5833333333333334
67c274640000000029010d06,video,夏以昼开新品发布会,"哥哥退役后变成夏总了[doge]一本正经的搞事业，谁懂啊好性感[色色R]
#夏以昼[话题]#",2025-03-01 02:43:49,2025-03-01 02:43:49,57088f39aed7585e682812cf,奶油泡芙,福建,夏以昼,https://www.xiaohongshu.com/explore/67c274640000000029010d06?xsec_token=ABVLOM-EdRyjzTq-CTRHisAhZ1TRl7BOrBEx9qErQwLQY=&xsec_source=pc_search,夏以昼,2025-03-01,02:43:49,2025-03,0 days 00:00:00,False,['夏以昼'],2,0,0,0,福建,Caleb Post,0.0
67c26fd1000000002900d3e4,normal,夏以昼三个字是一道永远不会愈合的名字,"第39天。
在半夜又一次梦见夏以昼爆炸消失惊醒，把脸贴紧枕头才发现枕头泛凉，晕着你梦里的眼泪。
按亮手机屏幕看时间，冷色的屏幕光映出屏保上夏以昼。
——最近没去打扫墓碑，是他在想你吗？
你有点懵懵地想，从噩梦里惊醒的意识还没来得及完全回笼。
	
夏以昼感觉到怀里的动静，从你背后压过来一条手臂，被身侧压过来的重量一惊，随后听到他埋进你肩窝的呢喃：「怎么了？」
不真实的感觉从脖颈后放的颈椎突起颤栗又平复。
你紧紧抓住夏以昼的小臂，像抓住浮木的溺水者，克制着氧气的消耗试图深呼吸。被噩梦揪住的心脏仍然在喉咙口不停鼓动，肆无忌惮地吞咽着你的冷静。
你抓起夏以昼环在锁骨下方一点的右手，轻轻咬了一下，想起什么来又加重了一点。
夏以昼感觉到除了指尖的唾液，大鱼际还有带着温度的水滴，不等把你掰回去面向自己，你已经翻身埋进他怀里。
眼泪因为张力挂在苹果项链的链条镂空上掉不下去，又因为怀里人的抽泣被震落在普兰色的睡衣上印下一串新的项链痕迹。熨帖在夏以昼的胸前，烫得他心口发痛。
	
谁也没敢真的睡着。
谁也没有说话。
谁也没能睡着。
直到苍白的阳光跌碎在每一个细小的角落里，在他抚在你后背的手上印下温度。
	
大理石质感的墓碑被阳光烤得滚烫，你听到他说那里不会再因为又一个雨季生出青苔和霉斑。🍎
#夏以昼[话题]# #恋与深空夏以昼[话题]#
#夏以昼同人[话题]#
一直觉得墓碑的修造和老化是一种抽象概念的文明诞生与失落。其实从1.0开始等他的时候我没有想象过他真的会有墓碑，直到3.0他和自己的墓碑合照…
毕竟要目睹一块石板被刻上爱人的名字太痛苦了，每一刀都意味着那个名字从此会变成一道伤口。
从此也只能是一道伤口，愈合不了缝合不上，被吹落的石台前的松针、被雨水打湿在石板上的白色水渍，都会钻进那道伤口，在见不到太阳的时候疯狂盘踞出诡异的巨石，压扁所有的情感，只告诉人们这就是痛觉，偶尔也美其名曰思念。",2025-03-01 02:24:17,2025-03-01 02:41:29,5cce5db9000000001103f043,燃尘🍎（大号禁言中版）,日本,"夏以昼,恋与深空夏以昼,夏以昼同人",https://www.xiaohongshu.com/explore/67c26fd1000000002900d3e4?xsec_token=ABVLOM-EdRyjzTq-CTRHisAqZB98wgJAy5EM5-THQSYPY=&xsec_source=pc_search,夏以昼,2025-03-01,02:24:17,2025-03,0 days 00:17:12,True,"['夏以昼', '恋与深空夏以昼', '夏以昼同人']",25,1,2,0,日本,Caleb Post,0.08
67c273b9000000001201ee01,normal,夏以昼泡糖体娃,是夏以昼属性的棉花娃娃 已送样 预计三月初或三月中旬可出面皮 蹲蹲群内人多会投票开其他表情 想蹲的咪可私信或评论区留言#恋与深空夏以昼[话题]# #夏以昼棉花娃娃[话题]# #夏以昼[话题]#,2025-03-01 02:40:57,2025-03-01 02:40:58,66893f6f000000000f0373c1,电子消毒水,浙江,"恋与深空夏以昼,夏以昼棉花娃娃,夏以昼",https://www.xiaohongshu.com/explore/67c273b9000000001201ee01?xsec_token=ABVLOM-EdRyjzTq-CTRHisArclK9ZC43xlnxccshHgy20=&xsec_source=pc_search,夏以昼,2025-03-01,02:40:57,2025-03,0 days 00:00:01,False,"['恋与深空夏以昼', '夏以昼棉花娃娃', '夏以昼']",0,0,4,0,浙江,Caleb Post,
67c272dc0000000007037e01,normal,"#恋与深空[话题]# [红色心形R]#恋与深空夏以昼[话题]# [红色心形R]#夏以昼[话题]#
最近才开始好好玩深空，全员好感！虽然不是哥单推但特别喜欢夏以昼，因为喜欢他才认真开始玩的深空对我来说意义重大！先画个哥哥的Q 练练手[害羞R]","#恋与深空[话题]# [红色心形R]#恋与深空夏以昼[话题]# [红色心形R]#夏以昼[话题]#
最近才开始好好玩深空，全员好感！虽然不是哥单推但特别喜欢夏以昼，因为喜欢他才认真开始玩的深空对我来说意义重大！先画个哥哥的Q 练练手[害羞R]",2025-03-01 02:37:16,2025-03-01 02:37:16,5b7f45ec3184100001f90471,小矮子啥都画不来QAQ,上海,"恋与深空,恋与深空夏以昼,夏以昼",https://www.xiaohongshu.com/explore/67c272dc0000000007037e01?xsec_token=ABVLOM-EdRyjzTq-CTRHisAvZz4xN1LEqq0RQTcgNrkNk=&xsec_source=pc_search,夏以昼,2025-03-01,02:37:16,2025-03,0 days 00:00:00,False,"['恋与深空', '恋与深空夏以昼', '夏以昼']",3,0,0,0,上海,Caleb Post,0.0
67c271fe000000000d014a7d,normal,夏以昼男高时候,"被假发气笑了……我将自己做毛
#夏以昼[话题]##nymyxgwcldbsndgg[话题]#",2025-03-01 02:33:34,2025-03-01 02:33:35,63b81987000000002600406a,FffuLin,上海,"夏以昼,nymyxgwcldbsndgg",https://www.xiaohongshu.com/explore/67c271fe000000000d014a7d?xsec_token=ABVLOM-EdRyjzTq-CTRHisAlCgEgUvbegG35imZul2jCU=&xsec_source=pc_search,夏以昼,2025-03-01,02:33:34,2025-03,0 days 00:00:01,False,"['夏以昼', 'nymyxgwcldbsndgg']",7,0,0,0,上海,Caleb Post,0.0
67c2652e0000000029011cec,normal,夏以昼如果18岁才当哥哥5,"05/
夏以昼去镇高，带上了家里没人用的旧手机，长按按键三秒开机，屏幕上是久违的牵手开机动画，他点开通讯录，里面只有奶奶一个联系人。
	
许久没用了，按键与按键之间的空隙都落满了灰，他轻轻一吹，将我的手机号敲进去，“镇高强制高三住宿，我不在，家里就交给你了。”夏以昼晃了晃手里的老人机，“要时常联系，不许不接我电话。”
	
我点点头，在他住校的第一个晚上就接到了电话。
	
男生宿舍很吵，他好像是站在阳台打电话，风吹过来，听筒里就传来一阵呼呼声。
	
“家里还好吗？”
	
“奶奶今天还在念叨你，说你不在，家里都冷清了。放心吧，鸡鸭鱼我都在喂，长得跟之前一样胖乎，小菜园里的苦瓜熟了，我给摘下来了，籽很甜，留了一根等你回来吃。”我思考了一下还有谁没有提到，“哦对了还有小黑，它这两天怏怏的，连最爱的骨头都只吃一半，可能是还没习惯你不在吧。”
	
“还有呢？”夏以昼半开玩笑，“我不在家，除了小黑不习惯，就没有别人想我了？”
	
我正想开口反驳他，却听到他室友大喊道要关灯了，夏以昼你到底在和谁打电话?
	
他将手机拿远，回道，“马上了。”
	
那现在他应该听不见我说话的声音吧？
	
我悄悄凑近，小声地对着手机回答他刚刚的问题:
“想了。”
“夏以昼，我好想你。”
	
不想叫哥哥，就要叫夏以昼。
	
听筒里传来他一句爽朗的笑声，像井水洗过的黄瓜，咬起来脆脆的。
	
半晌，闹哄哄的寝室安静了下来，他仍未挂断电话，窸窸窣窣地钻进被窝里，确定隔绝了声音传播的可能性后，他学我用气声回答:“嗯。我也很想你。”
	
我脑子嗡的一声，心脏蹦得快要跳出来，啪一声挂断了电话。
	
他知道我是什么意思吗？
	
我好几天都不敢再接他的电话。
	
……
	
稻场地上还残留着一些暑气，夏末一场雨过后，把这最后一点热也卷跑了，夏以昼上周回来把稻谷打包，搭着邻居爷爷的拖拉机到镇上去卖了钱，果不其然给我提了一箱橘子罐头回来，但奈何夏天跑的太快，橘子滑进嘴巴里，我竟然感觉到一丝凉意。
	
这东西还是得和人抢着吃才比较好吃。
	
我洗干净罐头瓶子，把它们放在柜子里，期待下一次它们到夏以昼手上变化出别的样子，比如种草莓的小土罐，或者养小胖头鱼的迷你鱼缸，反正只要夏以昼在，总能变着花样地给我们无聊的生活里平添很多乐趣。
	
窗外又是轰隆一声，拇指大的雨点落下，我进屋换上夏以昼买给我的新长袖。
	
——秋天就这样来了。
（后续见图～）
#恋与深空[话题]# #夏以昼[话题]# #夏以昼同人文[话题]#",2025-03-01 01:38:54,2025-03-01 02:32:28,63ad84a30000000026011575,明天地球爆炸,湖北,"恋与深空,夏以昼,夏以昼同人文",https://www.xiaohongshu.com/explore/67c2652e0000000029011cec?xsec_token=ABVLOM-EdRyjzTq-CTRHisAggseJrO8L04eiWE5RBQ2xo=&xsec_source=pc_search,夏以昼,2025-03-01,01:38:54,2025-03,0 days 00:53:34,True,"['恋与深空', '夏以昼', '夏以昼同人文']",177,18,29,4,湖北,Caleb Post,0.1638418079096045
67c271b4000000000d01492c,normal,夏以昼,#更新下[话题]# #cos假发造型[话题]# #恋与深空夏以昼[话题]#,2025-03-01 02:32:20,2025-03-01 02:32:20,653bea770000000006007e9d,梦幻（毛娘）,河北,"更新下,cos假发造型,恋与深空夏以昼",https://www.xiaohongshu.com/explore/67c271b4000000000d01492c?xsec_token=ABVLOM-EdRyjzTq-CTRHisAlhzcpJ3x4uzUvLlrtGsZdA=&xsec_source=pc_search,夏以昼,2025-03-01,02:32:20,2025-03,0 days 00:00:00,False,"['更新下', 'cos假发造型', '恋与深空夏以昼']",2,0,0,0,河北,Caleb Post,0.0
67b08ee9000000001701e90c,normal,沈星回推怎么这样啊😓,"用一下你们的永远自由怎么了？虽然永远自由对你们很重要并且是核心元素但是只要这几个字在新华字典上我们就能用，不然你们就是垄断新华字典知道吗？什么你说你们这边有个mmr用了我们这边的文案，虽然她道歉了但是我们还要出警！要无码挂他！
	
P一下你们的绣球，换头一下沈星回的写真照片怎么了？都是all偏哥推和双推干的！虽然很多哥推点赞了说饭很香但是我们现在不是已经割席了嘛，all推和双推与哥单推无关知道吗！！！！
	
至于那个什么钢琴曲，确实那个人简介是写了自己铁血哥推并且被提醒后态度恶劣，但是呃……这个实在是找不到理由也割席不了那就不提了，那是2024发生的事情与2025年有什么关系，都不准再提了！！！！
	
还有抄袭你们的路过人间逸闻里面的文字又怎么了，用你们的剧情分析夏以昼剧情又怎么了？都是恋与深空游戏里面的剧情用用怎么了？虽然只出现在沈星回分线剧情和沈星回世界深处，但是那都算是通用的主线知道吗？那个什么江越虽然只在星线出现但是也可以用来给夏以昼贴膜知道吗？？？
	
至于你们说的什么难哄、高攻高防，虽然难哄确实是你们舞出来的并且进了官方剧情，虽然高攻高防确实是沈星回官设，但是用用怎么了？不仅用还要拉踩，不仅要难哄，还要最难哄、更难哄，不准说，说了就是欺负哥推人少搞80、搞垄断！！！！
	
还有就是那个很火的沈星回冬日狼尾神图，虽然有哥推在看到原作者微博后马上转发贴脸说谁给🍎做个这种级别的，但是你们不准生气哦，而且哥推仿拍不标出处提醒后还态度恶劣又怎么了？这么多人不标出处，你们必须先骂完每一个再来骂哥推，不然就是针对哥推知道吗？？？
	
干嘛🍊我 这不就是你们所谓的澄清吗？既然🍊我了可不许🎲我辛辛苦苦敲出来的话了哦[大笑R][大笑R][大笑R][大笑R]
	
别🍊了🙄🙄🙄🙄夏以昼推乙举一🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄
#恋与深空[话题]# #沈星回[话题]# #抽象[话题]# #不许偷[话题]#",2025-02-15 12:56:09,2025-03-01 02:26:01,566c4140cb35fb5c59f42f09,JJH（举我默认你推不举）,贵州,"恋与深空,沈星回,抽象,不许偷",https://www.xiaohongshu.com/explore/67b08ee9000000001701e90c?xsec_token=ABk7YLqbWZ9xzEEQwZX5qxp8rjoLfwZmIi5ikCep1PWlE=&xsec_source=pc_search,夏以昼,2025-02-15,12:56:09,2025-02,13 days 13:29:52,True,"['恋与深空', '沈星回', '抽象', '不许偷']",2167,93,339,122,贵州,General Post,0.15643747115828335
67c1e821000000000900d3af,normal,【夏以昼x你】量子蝴蝶残片14,"你的手颤得拿不稳针剂，三次才成功撕开封条，将药放在夏以昼手边后，跪着倒退了几步，离他远远的。
他疼到瞳孔失焦，看不见只能摸，一寸一寸地摸，伤痕累累的手指在地上画出绵延无序的血痕。你好想冲上去帮他，用尽浑身力气克制住了，你知道他宁愿在无边的痛苦里挣扎，也不要你插手。
他穿军装出现在你面前的时候，你恨过他。
你不是为他设计的程序，在他缄默地看你死去活来的时候，你的信任也在摇摆，甚至怀疑过那十几年的相濡以沫都是个宏大的阴谋。
你恨他，恨得要死，你才不要他救你，不要他一次又一次地为你在危险边缘徘徊。
你们两个人，有一个好好活着就行了。
可是没有那样的侥幸。
在你看不见的地方，他也一遍遍地死去，又一遍遍地活过来。
你们两个，没一个好好活着。
你要大喊大叫，你要把头在地板上撞碎，你要毁灭这个世界。
最后你只是学他把手放进嘴里咬，虎口都咬穿，血拌着泪一起吞进喉咙。
夏以昼花了一点功夫才找到针管，没扎胳膊，刺进了脖子。那里的动脉离心脏更近，药效发挥更快，但也更痛。药推进去半分钟后，他的状况逐渐好转，呼吸的频率恢复正常，翻身靠着浴缸坐起来。
你的心已被击穿砸烂，但你还是要问：“为什么？”
你在求他，求他说一点，任何一点他受过的苦。你只要知道一点，一点点就好。
无尽的猜测幻想才是最大的折磨。
“为什么？”夏以昼拨了一下湿透的刘海，吐出一口热气，失笑，“为了力量而已，一点小代价。”
你的眼睛，已经盛不下这么多泪。
夏以昼彻底恢复了，在机器人扫描的蓝光中起身。他的影子和嘲讽一起落在你身上。
“这么关心我，还以为是我妹妹？或者说，我让你很爽，你斯德哥尔摩了？”
他的手指微微一动，你被他的evol拉扯到浴缸边上，一头栽进放好的热水里。
“你最好仔细想一想，我到底是谁。”
隔着水波，他的声音不太真切，但是你终于可以好好地哭一场了。
基地的研究员第二天一大早就登门拜访。
OTTO机器人昨晚向实验室的电脑传送了两次警报，对此夏以昼的解释是“失手了”。研究员无话可说，调高了机器人的警报触发敏感度后，立马告辞。
研究员来的时候，你正坐在餐桌边吃早点，眼神呆滞，像个被电麻木的小白鼠，刻板地一口一口啃着手里的三明治。
饶是见惯了各种反人类的恐怖实验，研究员也向你投去同情的一瞥。
你没察觉，呆呆地想着一件事：
蛋有点老，还是流心的好。
【最后一句话见图二】
#夏以昼[话题]# #夏以昼x你[话题]# #恋与深空[话题]# #恋与深空夏以昼[话题]#",2025-02-28 16:45:21,2025-03-01 02:24:58,66dfbca9000000001d031be8,羊毛长在羊身上,浙江,"夏以昼,夏以昼x你,恋与深空,恋与深空夏以昼",https://www.xiaohongshu.com/explore/67c1e821000000000900d3af?xsec_token=ABThVFc8nQ5LdJot0gtyr8oZ-9YTtd4x_ktN3FX6L5o-w=&xsec_source=pc_search,夏以昼,2025-02-28,16:45:21,2025-02,0 days 09:39:37,True,"['夏以昼', '夏以昼x你', '恋与深空', '恋与深空夏以昼']",59,4,18,0,浙江,Caleb Post,0.3050847457627119
67c26fc70000000028036d39,normal,夏以昼4分bjd,求夫人们推荐啊啊#恋与深空夏以昼[话题]#  #bjd[话题]#,2025-03-01 02:24:07,2025-03-01 02:24:08,5e671c120000000001003d47,小鸟,四川,"恋与深空夏以昼,bjd",https://www.xiaohongshu.com/explore/67c26fc70000000028036d39?xsec_token=ABVLOM-EdRyjzTq-CTRHisAlAcHW4Xhxmhdi-Y99a-JoU=&xsec_source=pc_search,夏以昼,2025-03-01,02:24:07,2025-03,0 days 00:00:01,False,"['恋与深空夏以昼', 'bjd']",0,0,2,0,四川,Caleb Post,
